"TIME","SEX","AGE","GEO","UNIT","ICD10","Value","Flag and Footnotes"
"2015","Males","65 years or over","Greece","Rate","Dementia","33.83",""
"2015","Males","65 years or over","Spain","Rate","Dementia","195.67",""
"2015","Males","65 years or over","France","Rate","Dementia","140.38",""
"2015","Males","65 years or over","Croatia","Rate","Dementia","79.53",""
"2015","Males","65 years or over","Italy","Rate","Dementia","123.05",""
"2015","Males","65 years or over","Cyprus","Rate","Dementia","108.51",""
"2015","Males","65 years or over","Latvia","Rate","Dementia","36.59",""
"2015","Males","65 years or over","Lithuania","Rate","Dementia","16.07",""
"2015","Males","65 years or over","Luxembourg","Rate","Dementia","289.69",""
"2015","Males","65 years or over","Hungary","Rate","Dementia","184.96",""
"2015","Males","65 years or over","Malta","Rate","Dementia","166.19",""
"2015","Males","65 years or over","Netherlands","Rate","Dementia","353.29",""
"2015","Males","65 years or over","Austria","Rate","Dementia","66.9",""
"2015","Males","65 years or over","Poland","Rate","Dementia","2.48",""
"2015","Males","65 years or over","Portugal","Rate","Dementia","160.09",""
"2015","Males","65 years or over","Romania","Rate","Dementia",":",""
"2015","Males","65 years or over","Slovenia","Rate","Dementia",":",""
"2015","Males","65 years or over","Slovakia","Rate","Dementia","89.3",""
"2015","Males","65 years or over","Finland","Rate","Dementia","189.33",""
"2015","Males","65 years or over","Sweden","Rate","Dementia","273.11",""
"2015","Males","65 years or over","Iceland","Rate","Dementia","138.41",""
"2015","Males","65 years or over","Liechtenstein","Rate","Dementia",":",""
"2015","Males","65 years or over","Norway","Rate","Dementia","225.08",""
"2015","Males","65 years or over","Switzerland","Rate","Dementia","283.32",""
"2015","Males","65 years or over","United Kingdom","Rate","Dementia","412.85",""
"2015","Males","65 years or over","Serbia","Rate","Dementia","74.96",""
"2015","Males","65 years or over","Turkey","Rate","Dementia","6.19","d"
"2015","Females","Total","European Union - 28 countries (2013-2020)","Rate","Dementia","38.09",""
"2015","Females","Total","Belgium","Rate","Dementia","40.52",""
"2015","Females","Total","Bulgaria","Rate","Dementia","0.43",""
"2015","Females","Total","Czechia","Rate","Dementia","16.39",""
"2015","Females","Total","Denmark","Rate","Dementia","53.96",""
"2015","Females","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","43.73",""
"2015","Females","Total","Estonia","Rate","Dementia","2.14",""
"2015","Females","Total","Ireland","Rate","Dementia","57.96",""
"2015","Females","Total","Greece","Rate","Dementia","8.41",""
"2015","Females","Total","Spain","Rate","Dementia","41.3",""
"2015","Females","Total","France","Rate","Dementia","25.01",""
"2015","Females","Total","Croatia","Rate","Dementia","19.44",""
"2015","Females","Total","Italy","Rate","Dementia","27.12",""
"2015","Females","Total","Cyprus","Rate","Dementia","33.5",""
"2015","Females","Total","Latvia","Rate","Dementia","12.73",""
"2015","Females","Total","Lithuania","Rate","Dementia","3.08",""
"2015","Females","Total","Luxembourg","Rate","Dementia","43.02",""
"2015","Females","Total","Hungary","Rate","Dementia","37.56",""
"2015","Females","Total","Malta","Rate","Dementia","46.25",""
"2015","Females","Total","Netherlands","Rate","Dementia","78.15",""
"2015","Females","Total","Austria","Rate","Dementia","13.97",""
"2015","Females","Total","Poland","Rate","Dementia","0.78",""
"2015","Females","Total","Portugal","Rate","Dementia","27.74",""
"2015","Females","Total","Romania","Rate","Dementia",":",""
"2015","Females","Total","Slovenia","Rate","Dementia","0.07",""
"2015","Females","Total","Slovakia","Rate","Dementia","17.81",""
"2015","Females","Total","Finland","Rate","Dementia","39.49",""
"2015","Females","Total","Sweden","Rate","Dementia","60.07",""
"2015","Females","Total","Iceland","Rate","Dementia","31.15",""
"2015","Females","Total","Liechtenstein","Rate","Dementia",":",""
"2015","Females","Total","Norway","Rate","Dementia","58.08",""
"2015","Females","Total","Switzerland","Rate","Dementia","64.06",""
"2015","Females","Total","United Kingdom","Rate","Dementia","91.2",""
"2015","Females","Total","Serbia","Rate","Dementia","18.57",""
"2015","Females","Total","Turkey","Rate","Dementia","0.86","d"
"2015","Females","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia","0.2",""
"2015","Females","Less than 65 years","Belgium","Rate","Dementia","0.26",""
"2015","Females","Less than 65 years","Bulgaria","Rate","Dementia","0",""
"2015","Females","Less than 65 years","Czechia","Rate","Dementia","0.16",""
"2015","Females","Less than 65 years","Denmark","Rate","Dementia","0.35",""
"2015","Females","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.23",""
"2015","Females","Less than 65 years","Estonia","Rate","Dementia","0",""
"2015","Females","Less than 65 years","Ireland","Rate","Dementia","0.63",""
"2015","Females","Less than 65 years","Greece","Rate","Dementia","0.36",""
"2015","Females","Less than 65 years","Spain","Rate","Dementia","0.28",""
"2015","Females","Less than 65 years","France","Rate","Dementia","0.09",""
"2015","Females","Less than 65 years","Croatia","Rate","Dementia","0.1",""
"2015","Females","Less than 65 years","Italy","Rate","Dementia","0.16",""
"2015","Females","Less than 65 years","Cyprus","Rate","Dementia","0",""
"2015","Females","Less than 65 years","Latvia","Rate","Dementia","0.11",""
"2015","Females","Less than 65 years","Lithuania","Rate","Dementia","0.07",""
"2015","Females","Less than 65 years","Luxembourg","Rate","Dementia","0",""
"2015","Females","Less than 65 years","Hungary","Rate","Dementia","0.45",""
"2015","Females","Less than 65 years","Malta","Rate","Dementia","0",""
"2015","Females","Less than 65 years","Netherlands","Rate","Dementia","0.34",""
"2015","Females","Less than 65 years","Austria","Rate","Dementia","0.06",""
"2015","Females","Less than 65 years","Poland","Rate","Dementia","0.03",""
"2015","Females","Less than 65 years","Portugal","Rate","Dementia","0.17",""
"2015","Females","Less than 65 years","Romania","Rate","Dementia",":",""
"2015","Females","Less than 65 years","Slovenia","Rate","Dementia","0",""
"2015","Females","Less than 65 years","Slovakia","Rate","Dementia","0.12",""
"2015","Females","Less than 65 years","Finland","Rate","Dementia","0.08",""
"2015","Females","Less than 65 years","Sweden","Rate","Dementia","0.16",""
"2015","Females","Less than 65 years","Iceland","Rate","Dementia","0",""
"2015","Females","Less than 65 years","Liechtenstein","Rate","Dementia",":",""
"2015","Females","Less than 65 years","Norway","Rate","Dementia","0.1",""
"2015","Females","Less than 65 years","Switzerland","Rate","Dementia","0.24",""
"2015","Females","Less than 65 years","United Kingdom","Rate","Dementia","0.42",""
"2015","Females","Less than 65 years","Serbia","Rate","Dementia","0.05",""
"2015","Females","Less than 65 years","Turkey","Rate","Dementia","0.01",""
"2015","Females","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia","194.49",""
"2015","Females","65 years or over","Belgium","Rate","Dementia","206.72",""
"2015","Females","65 years or over","Bulgaria","Rate","Dementia","2.2",""
"2015","Females","65 years or over","Czechia","Rate","Dementia","83.4",""
"2015","Females","65 years or over","Denmark","Rate","Dementia","275.27",""
"2015","Females","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","223.29",""
"2015","Females","65 years or over","Estonia","Rate","Dementia","10.95",""
"2015","Females","65 years or over","Ireland","Rate","Dementia","294.63",""
"2015","Females","65 years or over","Greece","Rate","Dementia","41.66",""
"2015","Females","65 years or over","Spain","Rate","Dementia","210.66",""
"2015","Females","65 years or over","France","Rate","Dementia","127.88",""
"2015","Females","65 years or over","Croatia","Rate","Dementia","99.29",""
"2015","Females","65 years or over","Italy","Rate","Dementia","138.43",""
"2015","Females","65 years or over","Cyprus","Rate","Dementia","171.77",""
"2015","Females","65 years or over","Latvia","Rate","Dementia","64.84",""
"2015","Females","65 years or over","Lithuania","Rate","Dementia","15.5",""
"2015","Females","65 years or over","Luxembourg","Rate","Dementia","220.62",""
"2015","Females","65 years or over","Hungary","Rate","Dementia","190.76",""
"2015","Females","65 years or over","Malta","Rate","Dementia","237.17",""
"2015","Females","65 years or over","Netherlands","Rate","Dementia","399.38",""
"2015","Females","65 years or over","Austria","Rate","Dementia","71.39",""
"2015","Females","65 years or over","Poland","Rate","Dementia","3.91",""
"2015","Females","65 years or over","Portugal","Rate","Dementia","141.55",""
"2015","Females","65 years or over","Romania","Rate","Dementia",":",""
"2015","Females","65 years or over","Slovenia","Rate","Dementia","0.34",""
"2015","Females","65 years or over","Slovakia","Rate","Dementia","90.85",""
"2015","Females","65 years or over","Finland","Rate","Dementia","202.18",""
"2015","Females","65 years or over","Sweden","Rate","Dementia","307.39",""
"2015","Females","65 years or over","Iceland","Rate","Dementia","159.76",""
"2015","Females","65 years or over","Liechtenstein","Rate","Dementia",":",""
"2015","Females","65 years or over","Norway","Rate","Dementia","297.39",""
"2015","Females","65 years or over","Switzerland","Rate","Dementia","327.51",""
"2015","Females","65 years or over","United Kingdom","Rate","Dementia","465.94",""
"2015","Females","65 years or over","Serbia","Rate","Dementia","95.03",""
"2015","Females","65 years or over","Turkey","Rate","Dementia","4.39","d"
"2016","Total","Total","European Union - 28 countries (2013-2020)","Rate","Dementia","37.58",""
"2016","Total","Total","Belgium","Rate","Dementia","39.15",""
"2016","Total","Total","Bulgaria","Rate","Dementia","0.49",""
"2016","Total","Total","Czechia","Rate","Dementia","15.64",""
"2016","Total","Total","Denmark","Rate","Dementia","55.99",""
"2016","Total","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","43.65",""
"2016","Total","Total","Estonia","Rate","Dementia","3.21",""
"2016","Total","Total","Ireland","Rate","Dementia","58.75",""
"2016","Total","Total","Greece","Rate","Dementia","9.35",""
"2016","Total","Total","Spain","Rate","Dementia","39.01",""
"2016","Total","Total","France","Rate","Dementia","25.53",""
"2016","Total","Total","Croatia","Rate","Dementia","14.72",""
"2016","Total","Total","Italy","Rate","Dementia","25.97",""
"2016","Total","Total","Cyprus","Rate","Dementia","31.83",""
"2016","Total","Total","Latvia","Rate","Dementia","17.93",""
"2016","Total","Total","Lithuania","Rate","Dementia","4.48",""
"2016","Total","Total","Luxembourg","Rate","Dementia","45.84",""
"2016","Total","Total","Hungary","Rate","Dementia","34.33",""
"2016","Total","Total","Malta","Rate","Dementia","47.17",""
"2016","Total","Total","Netherlands","Rate","Dementia","77.33",""
"2016","Total","Total","Austria","Rate","Dementia","17.93",""
"2016","Total","Total","Poland","Rate","Dementia","1.68",""
"2016","Total","Total","Portugal","Rate","Dementia","32.06",""
"2016","Total","Total","Romania","Rate","Dementia",":",""
"2016","Total","Total","Slovenia","Rate","Dementia","0.38",""
"2016","Total","Total","Slovakia","Rate","Dementia","22.82",""
"2016","Total","Total","Finland","Rate","Dementia","38.4",""
"2016","Total","Total","Sweden","Rate","Dementia","60.52",""
"2016","Total","Total","Iceland","Rate","Dementia","24.32",""
"2016","Total","Total","Liechtenstein","Rate","Dementia","10.18",""
"2016","Total","Total","Norway","Rate","Dementia","56.08",""
"2016","Total","Total","Switzerland","Rate","Dementia","54.52",""
"2016","Total","Total","United Kingdom","Rate","Dementia","86.73",""
"2016","Total","Total","Serbia","Rate","Dementia","15.87",""
"2016","Total","Total","Turkey","Rate","Dementia","0.77","d"
"2016","Total","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia","0.23",""
"2016","Total","Less than 65 years","Belgium","Rate","Dementia","0.33",""
"2016","Total","Less than 65 years","Bulgaria","Rate","Dementia","0",""
"2016","Total","Less than 65 years","Czechia","Rate","Dementia","0.2",""
"2016","Total","Less than 65 years","Denmark","Rate","Dementia","0.46",""
"2016","Total","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.27",""
"2016","Total","Less than 65 years","Estonia","Rate","Dementia","0.09",""
"2016","Total","Less than 65 years","Ireland","Rate","Dementia","0.39",""
"2016","Total","Less than 65 years","Greece","Rate","Dementia","0.22",""
"2016","Total","Less than 65 years","Spain","Rate","Dementia","0.25",""
"2016","Total","Less than 65 years","France","Rate","Dementia","0.15",""
"2016","Total","Less than 65 years","Croatia","Rate","Dementia","0.08",""
"2016","Total","Less than 65 years","Italy","Rate","Dementia","0.16",""
"2016","Total","Less than 65 years","Cyprus","Rate","Dementia","0.15",""
"2016","Total","Less than 65 years","Latvia","Rate","Dementia","0.37",""
"2016","Total","Less than 65 years","Lithuania","Rate","Dementia","0",""
"2016","Total","Less than 65 years","Luxembourg","Rate","Dementia","0",""
"2016","Total","Less than 65 years","Hungary","Rate","Dementia","0.72",""
"2016","Total","Less than 65 years","Malta","Rate","Dementia","0",""
"2016","Total","Less than 65 years","Netherlands","Rate","Dementia","0.38",""
"2016","Total","Less than 65 years","Austria","Rate","Dementia","0.14",""
"2016","Total","Less than 65 years","Poland","Rate","Dementia","0.05",""
"2016","Total","Less than 65 years","Portugal","Rate","Dementia","0.41",""
"2016","Total","Less than 65 years","Romania","Rate","Dementia",":",""
"2016","Total","Less than 65 years","Slovenia","Rate","Dementia","0",""
"2016","Total","Less than 65 years","Slovakia","Rate","Dementia","0.12",""
"2016","Total","Less than 65 years","Finland","Rate","Dementia","0.21",""
"2016","Total","Less than 65 years","Sweden","Rate","Dementia","0.28",""
"2016","Total","Less than 65 years","Iceland","Rate","Dementia","0",""
"2016","Total","Less than 65 years","Liechtenstein","Rate","Dementia","0",""
"2016","Total","Less than 65 years","Norway","Rate","Dementia","0.33",""
"2016","Total","Less than 65 years","Switzerland","Rate","Dementia","0.18",""
"2016","Total","Less than 65 years","United Kingdom","Rate","Dementia","0.37",""
"2016","Total","Less than 65 years","Serbia","Rate","Dementia","0.15",""
"2016","Total","Less than 65 years","Turkey","Rate","Dementia","0.02",""
"2016","Total","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia","191.77",""
"2016","Total","65 years or over","Belgium","Rate","Dementia","199.44",""
"2016","Total","65 years or over","Bulgaria","Rate","Dementia","2.52",""
"2016","Total","65 years or over","Czechia","Rate","Dementia","79.4",""
"2016","Total","65 years or over","Denmark","Rate","Dementia","285.21",""
"2016","Total","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","222.72",""
"2016","Total","65 years or over","Estonia","Rate","Dementia","16.07",""
"2016","Total","65 years or over","Ireland","Rate","Dementia","299.67",""
"2016","Total","65 years or over","Greece","Rate","Dementia","47.06",""
"2016","Total","65 years or over","Spain","Rate","Dementia","199.05",""
"2016","Total","65 years or over","France","Rate","Dementia","130.31",""
"2016","Total","65 years or over","Croatia","Rate","Dementia","75.19",""
"2016","Total","65 years or over","Italy","Rate","Dementia","132.5",""
"2016","Total","65 years or over","Cyprus","Rate","Dementia","162.62",""
"2016","Total","65 years or over","Latvia","Rate","Dementia","90.43",""
"2016","Total","65 years or over","Lithuania","Rate","Dementia","22.99",""
"2016","Total","65 years or over","Luxembourg","Rate","Dementia","235.06",""
"2016","Total","65 years or over","Hungary","Rate","Dementia","173.07",""
"2016","Total","65 years or over","Malta","Rate","Dementia","241.87",""
"2016","Total","65 years or over","Netherlands","Rate","Dementia","395.03",""
"2016","Total","65 years or over","Austria","Rate","Dementia","91.35",""
"2016","Total","65 years or over","Poland","Rate","Dementia","8.43",""
"2016","Total","65 years or over","Portugal","Rate","Dementia","162.74",""
"2016","Total","65 years or over","Romania","Rate","Dementia",":",""
"2016","Total","65 years or over","Slovenia","Rate","Dementia","1.96",""
"2016","Total","65 years or over","Slovakia","Rate","Dementia","116.54",""
"2016","Total","65 years or over","Finland","Rate","Dementia","196.08",""
"2016","Total","65 years or over","Sweden","Rate","Dementia","309.2",""
"2016","Total","65 years or over","Iceland","Rate","Dementia","124.73",""
"2016","Total","65 years or over","Liechtenstein","Rate","Dementia","52.2",""
"2016","Total","65 years or over","Norway","Rate","Dementia","286.22",""
"2016","Total","65 years or over","Switzerland","Rate","Dementia","278.84",""
"2016","Total","65 years or over","United Kingdom","Rate","Dementia","443.26",""
"2016","Total","65 years or over","Serbia","Rate","Dementia","80.73",""
"2016","Total","65 years or over","Turkey","Rate","Dementia","3.91","d"
"2016","Males","Total","European Union - 28 countries (2013-2020)","Rate","Dementia","36.43",""
"2016","Males","Total","Belgium","Rate","Dementia","36.93",""
"2016","Males","Total","Bulgaria","Rate","Dementia","0.31",""
"2016","Males","Total","Czechia","Rate","Dementia","16.33",""
"2016","Males","Total","Denmark","Rate","Dementia","52.44",""
"2016","Males","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","41.21",""
"2016","Males","Total","Estonia","Rate","Dementia","2.9",""
"2016","Males","Total","Ireland","Rate","Dementia","54.9",""
"2016","Males","Total","Greece","Rate","Dementia","7.32",""
"2016","Males","Total","Spain","Rate","Dementia","37.47",""
"2016","Males","Total","France","Rate","Dementia","26.47",""
"2016","Males","Total","Croatia","Rate","Dementia","13.05",""
"2016","Males","Total","Italy","Rate","Dementia","24.4",""
"2016","Males","Total","Cyprus","Rate","Dementia","23.29",""
"2016","Males","Total","Latvia","Rate","Dementia","18.15",""
"2016","Males","Total","Lithuania","Rate","Dementia","3.92",""
"2016","Males","Total","Luxembourg","Rate","Dementia","53.06",""
"2016","Males","Total","Hungary","Rate","Dementia","33.7",""
"2016","Males","Total","Malta","Rate","Dementia","45.38",""
"2016","Males","Total","Netherlands","Rate","Dementia","70.88",""
"2016","Males","Total","Austria","Rate","Dementia","16.74",""
"2016","Males","Total","Poland","Rate","Dementia","2.01",""
"2016","Males","Total","Portugal","Rate","Dementia","34.53",""
"2016","Males","Total","Romania","Rate","Dementia",":",""
"2016","Males","Total","Slovenia","Rate","Dementia",":",""
"2016","Males","Total","Slovakia","Rate","Dementia","22.64",""
"2016","Males","Total","Finland","Rate","Dementia","37.84",""
"2016","Males","Total","Sweden","Rate","Dementia","56.74",""
"2016","Males","Total","Iceland","Rate","Dementia","27.41",""
"2016","Males","Total","Liechtenstein","Rate","Dementia","18.24",""
"2016","Males","Total","Norway","Rate","Dementia","50.28",""
"2016","Males","Total","Switzerland","Rate","Dementia","49.7",""
"2016","Males","Total","United Kingdom","Rate","Dementia","80.33",""
"2016","Males","Total","Serbia","Rate","Dementia","13.18",""
"2016","Males","Total","Turkey","Rate","Dementia","0.84","d"
"2016","Males","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia","0.25",""
"2016","Males","Less than 65 years","Belgium","Rate","Dementia","0.33",""
"2016","Males","Less than 65 years","Bulgaria","Rate","Dementia","0",""
"2016","Males","Less than 65 years","Czechia","Rate","Dementia","0.3",""
"2016","Males","Less than 65 years","Denmark","Rate","Dementia","0.45",""
"2016","Males","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.31",""
"2016","Males","Less than 65 years","Estonia","Rate","Dementia","0.2",""
"2016","Males","Less than 65 years","Ireland","Rate","Dementia","0.18",""
"2016","Males","Less than 65 years","Greece","Rate","Dementia","0.29",""
"2016","Males","Less than 65 years","Spain","Rate","Dementia","0.3",""
"2016","Males","Less than 65 years","France","Rate","Dementia","0.15",""
"2016","Males","Less than 65 years","Croatia","Rate","Dementia","0.05",""
"2016","Males","Less than 65 years","Italy","Rate","Dementia","0.16",""
"2016","Males","Less than 65 years","Cyprus","Rate","Dementia","0.31",""
"2016","Males","Less than 65 years","Latvia","Rate","Dementia","0.67",""
"2016","Males","Less than 65 years","Lithuania","Rate","Dementia","0",""
"2016","Males","Less than 65 years","Luxembourg","Rate","Dementia","0",""
"2016","Males","Less than 65 years","Hungary","Rate","Dementia","1.03",""
"2016","Males","Less than 65 years","Malta","Rate","Dementia","0",""
"2016","Males","Less than 65 years","Netherlands","Rate","Dementia","0.38",""
"2016","Males","Less than 65 years","Austria","Rate","Dementia","0.14",""
"2016","Males","Less than 65 years","Poland","Rate","Dementia","0.04",""
"2016","Males","Less than 65 years","Portugal","Rate","Dementia","0.41",""
"2016","Males","Less than 65 years","Romania","Rate","Dementia",":",""
"2016","Males","Less than 65 years","Slovenia","Rate","Dementia",":",""
"2016","Males","Less than 65 years","Slovakia","Rate","Dementia","0.22",""
"2016","Males","Less than 65 years","Finland","Rate","Dementia","0.25",""
"2016","Males","Less than 65 years","Sweden","Rate","Dementia","0.29",""
"2016","Males","Less than 65 years","Iceland","Rate","Dementia","0",""
"2016","Males","Less than 65 years","Liechtenstein","Rate","Dementia","0",""
"2016","Males","Less than 65 years","Norway","Rate","Dementia","0.45",""
"2016","Males","Less than 65 years","Switzerland","Rate","Dementia","0.24",""
"2016","Males","Less than 65 years","United Kingdom","Rate","Dementia","0.33",""
"2016","Males","Less than 65 years","Serbia","Rate","Dementia","0.17",""
"2016","Males","Less than 65 years","Turkey","Rate","Dementia","0.02",""
"2016","Males","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia","185.81",""
"2016","Males","65 years or over","Belgium","Rate","Dementia","188.05",""
"2016","Males","65 years or over","Bulgaria","Rate","Dementia","1.61",""
"2016","Males","65 years or over","Czechia","Rate","Dementia","82.54",""
"2016","Males","65 years or over","Denmark","Rate","Dementia","267.06",""
"2016","Males","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","210.03",""
"2016","Males","65 years or over","Estonia","Rate","Dementia","14.05",""
"2016","Males","65 years or over","Ireland","Rate","Dementia","280.81",""
"2016","Males","65 years or over","Greece","Rate","Dementia","36.35",""
"2016","Males","65 years or over","Spain","Rate","Dementia","190.88",""
"2016","Males","65 years or over","France","Rate","Dementia","135.09",""
"2016","Males","65 years or over","Croatia","Rate","Dementia","66.69",""
"2016","Males","65 years or over","Italy","Rate","Dementia","124.43",""
"2016","Males","65 years or over","Cyprus","Rate","Dementia","118.16",""
"2016","Males","65 years or over","Latvia","Rate","Dementia","90.32",""
"2016","Males","65 years or over","Lithuania","Rate","Dementia","20.12",""
"2016","Males","65 years or over","Luxembourg","Rate","Dementia","272.12",""
"2016","Males","65 years or over","Hungary","Rate","Dementia","168.55",""
"2016","Males","65 years or over","Malta","Rate","Dementia","232.72",""
"2016","Males","65 years or over","Netherlands","Rate","Dementia","361.91",""
"2016","Males","65 years or over","Austria","Rate","Dementia","85.25",""
"2016","Males","65 years or over","Poland","Rate","Dementia","10.17",""
"2016","Males","65 years or over","Portugal","Rate","Dementia","175.37",""
"2016","Males","65 years or over","Romania","Rate","Dementia",":",""
"2016","Males","65 years or over","Slovenia","Rate","Dementia",":",""
"2016","Males","65 years or over","Slovakia","Rate","Dementia","115.18",""
"2016","Males","65 years or over","Finland","Rate","Dementia","193",""
"2016","Males","65 years or over","Sweden","Rate","Dementia","289.78",""
"2016","Males","65 years or over","Iceland","Rate","Dementia","140.56",""
"2016","Males","65 years or over","Liechtenstein","Rate","Dementia","93.53",""
"2016","Males","65 years or over","Norway","Rate","Dementia","255.97",""
"2016","Males","65 years or over","Switzerland","Rate","Dementia","253.85",""
"2016","Males","65 years or over","United Kingdom","Rate","Dementia","410.62",""
"2016","Males","65 years or over","Serbia","Rate","Dementia","66.86",""
"2016","Males","65 years or over","Turkey","Rate","Dementia","4.23","d"
"2016","Females","Total","European Union - 28 countries (2013-2020)","Rate","Dementia","37.54",""
"2016","Females","Total","Belgium","Rate","Dementia","39.52",""
"2016","Females","Total","Bulgaria","Rate","Dementia","0.57",""
"2016","Females","Total","Czechia","Rate","Dementia","14.99",""
"2016","Females","Total","Denmark","Rate","Dementia","57.49",""
"2016","Females","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","43.9",""
"2016","Females","Total","Estonia","Rate","Dementia","3.11",""
"2016","Females","Total","Ireland","Rate","Dementia","59.62",""
"2016","Females","Total","Greece","Rate","Dementia","10.82",""
"2016","Females","Total","Spain","Rate","Dementia","39.07",""
"2016","Females","Total","France","Rate","Dementia","24.68",""
"2016","Females","Total","Croatia","Rate","Dementia","15.38",""
"2016","Females","Total","Italy","Rate","Dementia","26.37",""
"2016","Females","Total","Cyprus","Rate","Dementia","37.49",""
"2016","Females","Total","Latvia","Rate","Dementia","17.3",""
"2016","Females","Total","Lithuania","Rate","Dementia","4.57",""
"2016","Females","Total","Luxembourg","Rate","Dementia","43.74",""
"2016","Females","Total","Hungary","Rate","Dementia","34.24",""
"2016","Females","Total","Malta","Rate","Dementia","47.86",""
"2016","Females","Total","Netherlands","Rate","Dementia","79.31",""
"2016","Females","Total","Austria","Rate","Dementia","18.19",""
"2016","Females","Total","Poland","Rate","Dementia","1.51",""
"2016","Females","Total","Portugal","Rate","Dementia","30.58",""
"2016","Females","Total","Romania","Rate","Dementia",":",""
"2016","Females","Total","Slovenia","Rate","Dementia","0.54",""
"2016","Females","Total","Slovakia","Rate","Dementia","22.65",""
"2016","Females","Total","Finland","Rate","Dementia","37.54",""
"2016","Females","Total","Sweden","Rate","Dementia","62.02",""
"2016","Females","Total","Iceland","Rate","Dementia","23.02",""
"2016","Females","Total","Liechtenstein","Rate","Dementia","5.75",""
"2016","Females","Total","Norway","Rate","Dementia","58.63",""
"2016","Females","Total","Switzerland","Rate","Dementia","56.51",""
"2016","Females","Total","United Kingdom","Rate","Dementia","89.36",""
"2016","Females","Total","Serbia","Rate","Dementia","17.33",""
"2016","Females","Total","Turkey","Rate","Dementia","0.73","d"
"2016","Females","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia","0.21",""
"2016","Females","Less than 65 years","Belgium","Rate","Dementia","0.32",""
"2016","Females","Less than 65 years","Bulgaria","Rate","Dementia","0",""
"2016","Females","Less than 65 years","Czechia","Rate","Dementia","0.1",""
"2016","Females","Less than 65 years","Denmark","Rate","Dementia","0.48",""
"2016","Females","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.24",""
"2016","Females","Less than 65 years","Estonia","Rate","Dementia","0",""
"2016","Females","Less than 65 years","Ireland","Rate","Dementia","0.61",""
"2016","Females","Less than 65 years","Greece","Rate","Dementia","0.15",""
"2016","Females","Less than 65 years","Spain","Rate","Dementia","0.2",""
"2016","Females","Less than 65 years","France","Rate","Dementia","0.15",""
"2016","Females","Less than 65 years","Croatia","Rate","Dementia","0.1",""
"2016","Females","Less than 65 years","Italy","Rate","Dementia","0.16",""
"2016","Females","Less than 65 years","Cyprus","Rate","Dementia","0",""
"2016","Females","Less than 65 years","Latvia","Rate","Dementia","0.11",""
"2016","Females","Less than 65 years","Lithuania","Rate","Dementia","0",""
"2016","Females","Less than 65 years","Luxembourg","Rate","Dementia","0",""
"2016","Females","Less than 65 years","Hungary","Rate","Dementia","0.46",""
"2016","Females","Less than 65 years","Malta","Rate","Dementia","0",""
"2016","Females","Less than 65 years","Netherlands","Rate","Dementia","0.37",""
"2016","Females","Less than 65 years","Austria","Rate","Dementia","0.15",""
"2016","Females","Less than 65 years","Poland","Rate","Dementia","0.05",""
"2016","Females","Less than 65 years","Portugal","Rate","Dementia","0.41",""
"2016","Females","Less than 65 years","Romania","Rate","Dementia",":",""
"2016","Females","Less than 65 years","Slovenia","Rate","Dementia","0",""
"2016","Females","Less than 65 years","Slovakia","Rate","Dementia","0.04",""
"2016","Females","Less than 65 years","Finland","Rate","Dementia","0.16",""
"2016","Females","Less than 65 years","Sweden","Rate","Dementia","0.27",""
"2016","Females","Less than 65 years","Iceland","Rate","Dementia","0",""
"2016","Females","Less than 65 years","Liechtenstein","Rate","Dementia","0",""
"2016","Females","Less than 65 years","Norway","Rate","Dementia","0.2",""
"2016","Females","Less than 65 years","Switzerland","Rate","Dementia","0.12",""
"2016","Females","Less than 65 years","United Kingdom","Rate","Dementia","0.4",""
"2016","Females","Less than 65 years","Serbia","Rate","Dementia","0.14",""
"2016","Females","Less than 65 years","Turkey","Rate","Dementia","0.01",""
"2016","Females","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia","191.66",""
"2016","Females","65 years or over","Belgium","Rate","Dementia","201.32",""
"2016","Females","65 years or over","Bulgaria","Rate","Dementia","2.94",""
"2016","Females","65 years or over","Czechia","Rate","Dementia","76.41",""
"2016","Females","65 years or over","Denmark","Rate","Dementia","292.81",""
"2016","Females","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","224.14",""
"2016","Females","65 years or over","Estonia","Rate","Dementia","15.97",""
